1.760929868161E12,0.99999525,0.0,0.0
1.760929868163E12,0.99952025,0.0,100.0
1.760929868163E12,0.99904525,0.0,200.0
1.760929879632E12,0.99857025,0.6518977061470139,300.0
1.760929903302E12,0.99809525,1.636608381195993,400.0
1.760929926564E12,2.1829099574420234,1.0,0.997625,-1027.1855699324578
1.760929926798E12,0.99762025,4.523893601839027,500.0
1.760929950268E12,0.99714525,4.31428542728887,600.0
1.760929973733E12,0.99667025,4.22022296821597,700.0
1.760929997185E12,0.99619525,4.173221810731195,800.0
1.760930020635E12,0.99572025,4.155526789539666,900.0
1.760931108668E12,4.117359158787455,2.0,0.99525,-811.6404786406151
1.760931108919E12,0.99524525,3.4527340488240417,1000.0
1.760931132352E12,0.99477025,3.81187679927592,1100.0
1.760931156369E12,0.99429525,3.9258548446357824,1200.0
1.760931180125E12,0.99382025,3.993084349037386,1300.0
1.760931204088E12,0.99334525,4.038366365038257,1400.0
1.760931227755E12,4.030950391031338,3.0,0.992875,-964.3331567812943
1.760931227988E12,0.99287025,3.5626626892922624,1500.0
1.760931252234E12,0.99239525,3.7338583531374105,1600.0
1.760931276135E12,0.99192025,3.714914249932653,1700.0
1.76093130019E12,0.99144525,3.7457935309249013,1800.0
1.760931324445E12,0.99097025,3.7440895192605548,1900.0
1.760931348248E12,3.7238276344891794,4.0,0.9905,-863.8275084216009
1.760931348482E12,0.99049525,3.846508024123799,2000.0
1.760931372132E12,0.99002025,3.7216166803047313,2100.0
1.760931396092E12,0.98954525,3.6739541269852056,2200.0
1.760931419918E12,0.98907025,3.6291842234155482,2300.0
1.760931443734E12,0.98859525,3.6352542392214153,2400.0
1.760931467613E12,3.6540088236854973,5.0,0.988125,-1034.1734544329806
1.760931467614E12,3.0,-0.47150244107777384
1.760931467615E12,1.0,-1.521613841163917
1.760931467615E12,5.0,-0.36618423391313915
1.760931467615E12,1.0,-2.2640831924936027
1.760931467863E12,0.98812025,3.488666727862033,2500.0
1.760931491963E12,0.98764525,3.6910712731044324,2600.0
1.760931516518E12,0.98717025,3.6656721591322343,2700.0
1.760931540693E12,0.98669525,3.660733678940271,2800.0
1.760931564598E12,0.98622025,3.6593032620347947,2900.0
1.760931588464E12,3.6545976337163837,6.0,0.98575,-991.3789663552107
1.760931588702E12,0.98574525,3.486902294903174,3000.0
1.76093161277E12,0.98527025,3.4725108089197874,3100.0
